id,title,release_date,runtime,vote_average,vote_count,genre_ids,cast_person_ids
195981,The Execution,1903-05-22,2,4.1,9,"[80, 18]","[1401773, 1401774]"
778036,Female Rivals,1906-01-01,6,5.0,4,"[18, 10749]",[]
1341178,The Spiritist Faustinus,1906-02-15,3,0.0,0,[27],[4913859]
237871,Fishing Life in the Nordics,1906-09-15,7,4.0,2,[18],"[1172452, 1267836, 1267874]"
232590,The Anarchist's Mother-in-Law,1906-10-23,3,3.5,4,[35],"[1172452, 1267836]"
690102,A New Hat for the Madam,1906-11-15,6,1.5,1,[35],"[32138, 1268297]"
232707,The White Slave Girl,1907-01-12,8,3.2,3,[18],"[1267873, 1172452, 1267874]"
1121357,The Failure,1907-01-19,5,0.0,0,[18],[1172452]
281934,The Robber's Sweetheart,1907-03-12,12,3.8,2,[18],"[1272275, 1341476, 1172452, 1272274]"
719745,The Rose,1907-05-11,9,1.0,1,"[18, 35]","[1267874, 1172452, 1272275, 1268256, 1341476]"
747428,For a Woman's Sake,1907-08-27,7,0.0,0,[18],"[1172452, 1341476, 1267874]"
922122,The Merry Widow,1907-09-17,8,0.0,0,[35],"[1272274, 1172452]"
922125,Once Upon a Time,1907-09-25,10,2.0,1,[18],"[1172452, 1267874, 1272275, 1272544, 1267873]"
778038,The Flight from the Seraglio,1907-09-26,9,2.0,1,"[18, 10749]","[1172452, 1341476, 1268234, 2581715, 1267874]"
683790,The Boy with the Sixth Sense,1907-09-26,6,0.0,0,[18],[1172452]
873068,The Magic Bag,1907-10-01,4,4.5,1,[35],[]
687307,The Tinderbox,1907-10-03,11,3.8,2,[14],"[1172452, 1272274, 1272275, 298328, 2581715, 1267874, 1341476]"
281935,The Lady with the Camelias,1907-10-16,14,4.0,3,[18],"[1272274, 1172452, 1267874, 1272275, 1272279, 592144, 1341482, 1341483]"
237872,Boxers,1907-11-17,4,3.0,1,[35],[]
954856,The Non-Stop Motor Bicycle,1908-01-01,4,0.0,0,[35],"[1272593, 1272615, 298328]"
1053735,The Will,1908-01-07,7,2.5,1,[18],[1172452]
1339508,Trilby,1908-05-10,10,0.0,0,"[18, 27]","[1172452, 1272274, 1272275]"
954862,The Stepmother,1908-11-06,15,3.0,1,[18],"[298328, 1172452, 1272544, 1267874, 29029]"
237883,La Tosca,1908-11-17,6,0.0,0,"[36, 18]","[592144, 1272274, 1272275]"
941573,The Barber's Baby's Christening,1908-12-04,2,0.0,0,[],"[592144, 89678, 298328, 1341283, 1267874]"
465508,Madame Sans Gene,1909-01-01,12,1.0,1,"[36, 35]",[]
998183,The Night Before Christian's Birthday,1909-02-01,8,0.0,0,[],"[29029, 1272544, 1267874]"
237902,The Magic Purse,1909-02-19,8,5.0,2,"[18, 14]","[29029, 1267874, 1268504, 222683, 1272279, 298328, 1272280, 1272281]"
854473,Faldgruben,1909-04-20,0,2.0,1,[18],"[3173385, 1086979, 1273442, 1098520, 1268504]"
297445,The Grey Dame,1909-08-26,14,0.5,1,"[80, 27]","[1172452, 29029, 1267874, 89677, 1373947]"
232988,The Witch and the Cyclist,1909-08-29,3,3.1,6,"[14, 35]","[1268256, 298328]"
232980,The Little Bugler,1909-10-21,20,2.5,2,[],"[1268247, 1268248, 1174480, 1268249, 1268250, 936780, 1268244]"
232998,The Master Detective,1909-11-04,14,0.0,0,[80],"[1268254, 1172452, 89677]"
232989,A Message to Napoleon at Elba,1909-11-04,13,2.0,1,[],"[1106994, 1268254, 1172452, 1059463, 1268233, 1268235]"
232986,The Two Gold Diggers,1909-11-04,10,4.5,1,"[37, 18, 10749]","[1268253, 1268254, 1172452]"
232984,The Short-Sighted Governess,1909-11-04,4,0.5,1,[35],[298328]
232974,At the Sea Shore,1909-11-04,10,0.0,0,[],[]
232969,The Mysterious Cigar,1909-11-04,3,0.0,0,[35],"[1268228, 1268230, 1268231, 1268232, 1268233, 1268234, 1268235]"
